Instances,Source,feature_stationCount,feature_directionChangeCount,feature_totalPassengerCount,feature_avgPassengerCount,feature_avgPassengerRouteLength,feature_avgRailCarriageCapacity,feature_stdDevRailCarriageCapacity,feature_avgCongestion,algo_firstAvailableCarriage,algo_greedyPassengerOrder,algo_greedyAllPassenger
realistic_105,RealisticGenerator,14,4,1402,100.14285714285714,3.7931526390870185,52.4,26.13120739652112,0.7249182115594329,45649.0,34523.0,27638.0
realistic_106,RealisticGenerator,24,5,712,29.666666666666668,6.52808988764045,54.875,18.550185309047453,0.4411541381928626,47012.0,24888.0,24240.0
realistic_107,RealisticGenerator,14,4,1051,75.07142857142857,3.9923882017126546,76.83333333333333,41.10318992757402,0.6501394484040904,37825.0,25775.0,24336.0
realistic_108,RealisticGenerator,7,4,144,20.571428571428573,2.361111111111111,50.625,29.029887616041506,0.11992945326278659,5644.0,3914.0,3770.0
realistic_109,RealisticGenerator,4,0,469,117.25,1.4733475479744136,76.83333333333333,41.10318992757402,0.3747288503253796,15332.0,14136.0,13672.0
realistic_110,RealisticGenerator,7,1,177,25.285714285714285,2.3728813559322033,72.5,9.142392101268317,0.13793103448275862,8347.0,4655.0,4655.0
realistic_111,RealisticGenerator,17,1,970,57.05882352941177,4.778350515463917,54.875,18.550185309047453,0.6210639153155568,41010.0,22110.0,20124.0
realistic_112,RealisticGenerator,5,0,101,20.2,1.7326732673267327,54.875,18.550185309047453,0.07972665148063782,5096.0,2938.0,2938.0
realistic_113,RealisticGenerator,20,2,1935,96.75,5.589664082687339,70.61538461538461,21.88620380878702,0.5891067538126362,102466.0,74262.0,63936.0
realistic_114,RealisticGenerator,8,1,1810,226.25,2.2861878453038673,51.5,29.073183520213263,0.7174063800277393,131345.0,119933.0,83209.0
realistic_115,RealisticGenerator,23,5,1422,61.82608695652174,5.433192686357243,54.875,18.550185309047453,0.7651777755769039,51358.0,37644.0,27981.0
realistic_116,RealisticGenerator,14,1,848,60.57142857142857,3.963443396226415,76.83333333333333,41.10318992757402,0.5207623179423614,40200.0,27002.0,27428.0
realistic_117,RealisticGenerator,10,2,1341,134.1,2.56972408650261,72.5,9.142392101268317,0.7921839080459769,52736.0,47582.0,39769.0
realistic_118,RealisticGenerator,5,0,392,78.4,1.7346938775510203,50.0,16.260381299342274,0.5439999999999999,21222.0,20238.0,20838.0
realistic_119,RealisticGenerator,24,4,233,9.708333333333334,6.394849785407725,50.625,29.029887616041506,0.15329218106995884,7304.0,5708.0,5668.0
realistic_120,RealisticGenerator,4,1,303,75.75,1.5412541254125414,52.857142857142854,23.092537888297358,0.31554054054054054,15732.0,8450.0,8736.0
realistic_121,RealisticGenerator,17,2,553,32.529411764705884,4.925858951175407,50.625,29.029887616041506,0.3956427015250545,13617.0,9531.0,9255.0
realistic_122,RealisticGenerator,18,2,607,33.72222222222222,5.118616144975288,72.5,9.142392101268317,0.3968071519795658,29014.0,20344.0,19726.0
realistic_123,RealisticGenerator,22,7,725,32.95454545454545,6.001379310344827,52.857142857142854,23.092537888297358,0.5345208845208845,25558.0,14916.0,13490.0
realistic_124,RealisticGenerator,11,2,635,57.72727272727273,3.325984251968504,50.625,29.029887616041506,0.4740740740740741,40806.0,23168.0,22890.0
realistic_125,RealisticGenerator,23,2,1453,63.17391304347826,6.1183757742601514,70.61538461538461,21.88620380878702,0.42104764611158474,108945.0,50643.0,47295.0
realistic_126,RealisticGenerator,16,5,384,24.0,4.322916666666667,76.83333333333333,41.10318992757402,0.22505422993492408,16553.0,10381.0,10263.0
realistic_127,RealisticGenerator,14,2,281,20.071428571428573,3.9537366548042705,50.0,16.260381299342274,0.31742857142857145,12970.0,9068.0,8520.0
realistic_128,RealisticGenerator,10,3,480,48.0,3.129166666666667,54.875,18.550185309047453,0.34214123006833713,12730.0,7478.0,6752.0
realistic_129,RealisticGenerator,19,2,979,51.526315789473685,5.221654749744637,52.0,29.165311323820713,0.398006851448147,55619.0,43333.0,37485.0
realistic_130,RealisticGenerator,20,1,1736,86.8,5.525345622119816,51.5,29.073183520213263,0.6651872399445214,156493.0,87345.0,48852.0
realistic_131,RealisticGenerator,2,0,331,165.5,1.0,76.83333333333333,41.10318992757402,0.35900216919739697,15811.0,10311.0,10413.0
realistic_132,RealisticGenerator,11,1,442,40.18181818181818,3.2828054298642533,50.0,16.260381299342274,0.5276363636363637,18031.0,17085.0,18573.0
realistic_133,RealisticGenerator,20,0,315,15.75,4.901587301587302,52.0,29.165311323820713,0.11420118343195267,4591.0,3903.0,3539.0
realistic_134,RealisticGenerator,23,6,727,31.608695652173914,6.429160935350756,76.83333333333333,41.10318992757402,0.4408186362350278,27074.0,25024.0,25374.0
realistic_135,RealisticGenerator,21,1,2139,101.85714285714286,5.056568489948574,52.0,29.165311323820713,0.7619047619047619,172251.0,137957.0,70527.0
realistic_136,RealisticGenerator,20,2,1063,53.15,5.608654750705551,76.83333333333333,41.10318992757402,0.6466377440347071,29358.0,22292.0,21182.0
realistic_137,RealisticGenerator,10,3,583,58.3,3.058319039451115,56.25,24.02472684548151,0.1981111111111111,99213.0,32669.0,32669.0
realistic_138,RealisticGenerator,7,0,1388,198.28571428571428,2.222622478386167,70.61538461538461,21.88620380878702,0.4800809212573918,84589.0,73893.0,51721.0
realistic_139,RealisticGenerator,10,4,383,38.3,3.031331592689295,76.83333333333333,41.10318992757402,0.25184381778741866,18485.0,13719.0,13867.0
realistic_140,RealisticGenerator,12,1,527,43.916666666666664,3.6546489563567364,76.83333333333333,41.10318992757402,0.3481561822125814,15376.0,11876.0,11326.0
realistic_141,RealisticGenerator,17,1,2289,134.64705882352942,4.063346439493229,52.0,29.165311323820713,0.8093456317438218,171197.0,148843.0,93780.0
realistic_142,RealisticGenerator,12,2,938,78.16666666666667,3.568230277185501,76.83333333333333,41.10318992757402,0.6050253073029646,48894.0,42006.0,41116.0
realistic_143,RealisticGenerator,6,0,269,44.833333333333336,1.9553903345724908,50.625,29.029887616041506,0.21646090534979423,12116.0,7018.0,6768.0
realistic_144,RealisticGenerator,6,1,418,69.66666666666667,2.083732057416268,72.5,9.142392101268317,0.33371647509578545,26421.0,24271.0,24291.0
realistic_145,RealisticGenerator,22,0,552,25.09090909090909,5.592391304347826,70.61538461538461,21.88620380878702,0.15285204991087345,16717.0,11913.0,11245.0
realistic_146,RealisticGenerator,3,0,639,213.0,1.2394366197183098,76.83333333333333,41.10318992757402,0.5726681127982647,15645.0,11447.0,10437.0
realistic_147,RealisticGenerator,11,1,466,42.36363636363637,3.184549356223176,52.857142857142854,23.092537888297358,0.3646191646191646,11190.0,8042.0,7856.0
realistic_148,RealisticGenerator,9,1,573,63.666666666666664,2.68935427574171,52.857142857142854,23.092537888297358,0.23138138138138137,72473.0,20697.0,20665.0
realistic_149,RealisticGenerator,21,0,1426,67.9047619047619,5.666900420757363,70.61538461538461,21.886203808787016,0.4191824878099388,31506.0,25016.0,20542.0
realistic_150,RealisticGenerator,7,1,546,78.0,2.2967032967032965,72.5,9.142392101268317,0.41182266009852214,43926.0,31056.0,30622.0
realistic_151,RealisticGenerator,22,1,191,8.681818181818182,5.963350785340314,52.0,29.165311323820713,0.07658687466379775,7964.0,5228.0,5164.0
realistic_152,RealisticGenerator,23,0,1248,54.26086956521739,6.104166666666667,51.5,29.073183520213263,0.45938611831393594,51547.0,44867.0,35449.0
realistic_153,RealisticGenerator,6,0,1733,288.8333333333333,1.8332371609924984,52.0,29.165311323820713,0.783284023668639,113867.0,106035.0,72090.0
realistic_154,RealisticGenerator,4,1,864,216.0,1.5289351851851851,70.61538461538461,21.88620380878702,0.35974945533769065,59619.0,47147.0,47523.0
realistic_155,RealisticGenerator,19,4,794,41.78947368421053,5.142317380352645,50.625,29.029887616041506,0.5306042884990254,19371.0,16865.0,14307.0
realistic_156,RealisticGenerator,21,4,345,16.428571428571427,6.052173913043478,72.5,9.142392101268317,0.22857142857142856,15798.0,9062.0,9014.0
realistic_157,RealisticGenerator,5,1,262,52.4,1.8091603053435115,52.857142857142854,23.092537888297358,0.2562162162162162,15504.0,10540.0,10180.0
realistic_158,RealisticGenerator,19,3,3108,163.57894736842104,4.482625482625482,56.25,24.02472684548151,0.8147368421052632,397498.0,285240.0,146088.0
realistic_159,RealisticGenerator,5,1,170,34.0,1.7470588235294118,52.857142857142854,23.092537888297358,0.16054054054054054,7193.0,3293.0,3295.0
realistic_160,RealisticGenerator,21,4,248,11.80952380952381,5.895161290322581,50.625,29.029887616041506,0.17189888300999412,11093.0,5793.0,5587.0
realistic_161,RealisticGenerator,5,0,353,70.6,1.838526912181303,50.625,29.029887616041506,0.32049382716049385,8911.0,6873.0,6067.0
realistic_162,RealisticGenerator,6,0,141,23.5,2.148936170212766,50.0,16.260381299342274,0.20199999999999999,4387.0,3533.0,3473.0
realistic_163,RealisticGenerator,4,1,616,154.0,1.4983766233766234,50.625,29.029887616041506,0.5697530864197531,19964.0,13828.0,14030.0
realistic_164,RealisticGenerator,8,1,199,24.875,2.5879396984924625,47.72727272727273,30.813488513639047,0.12261904761904763,19590.0,6618.0,6620.0
realistic_165,RealisticGenerator,10,2,2660,266.0,2.539473684210526,52.125,21.831385091193823,0.8099520383693045,271587.0,220175.0,112572.0
realistic_166,RealisticGenerator,3,0,283,94.33333333333333,1.2367491166077738,76.83333333333333,41.10318992757402,0.2530730296456977,17978.0,14164.0,13922.0
realistic_167,RealisticGenerator,10,2,440,44.0,3.0090909090909093,47.72727272727273,30.813488513639047,0.2521904761904762,16073.0,11941.0,9605.0
realistic_168,RealisticGenerator,21,3,431,20.523809523809526,5.352668213457076,50.0,16.260381299342274,0.4394285714285714,29874.0,21926.0,20604.0
realistic_169,RealisticGenerator,16,2,1718,107.375,4.5576251455180445,56.25,24.02472684548151,0.54375,117675.0,59323.0,56111.0
realistic_170,RealisticGenerator,9,3,900,100.0,2.7355555555555555,50.625,29.029887616041506,0.6754458161865569,24729.0,22561.0,20677.0
realistic_171,RealisticGenerator,4,1,419,104.75,1.4821002386634845,52.857142857142854,23.092537888297358,0.4195945945945946,12072.0,6780.0,6748.0
realistic_172,RealisticGenerator,20,4,2123,106.15,4.228450306170513,47.72727272727273,30.813488513639047,0.854952380952381,152374.0,131496.0,122621.0
realistic_173,RealisticGenerator,4,1,522,130.5,1.5153256704980842,54.875,18.550185309047453,0.45045558086560367,35812.0,18642.0,18256.0
realistic_174,RealisticGenerator,14,3,293,20.928571428571427,3.95221843003413,52.857142857142854,23.092537888297358,0.22355212355212356,10960.0,5854.0,5682.0
realistic_175,RealisticGenerator,7,0,91,13.0,2.3076923076923075,72.5,9.142392101268317,0.06896551724137931,3961.0,2317.0,2317.0
realistic_176,RealisticGenerator,19,4,1200,63.1578947368421,3.6,50.0,16.260381299342274,0.9094736842105263,51442.0,46850.0,39537.0
realistic_177,RealisticGenerator,9,0,711,79.0,2.758087201125176,51.5,29.073183520213263,0.3022037293881954,24910.0,18914.0,12408.0
realistic_178,RealisticGenerator,5,1,410,82.0,1.8170731707317074,50.625,29.029887616041506,0.36790123456790125,26264.0,15468.0,15530.0
realistic_179,RealisticGenerator,6,1,1053,175.5,1.882241215574549,76.83333333333333,41.10318992757402,0.7165582067968185,46287.0,36501.0,31291.0
realistic_180,RealisticGenerator,12,3,976,81.33333333333333,3.3360655737704916,52.857142857142854,23.092537888297358,0.36666666666666664,64454.0,36184.0,33228.0
realistic_181,RealisticGenerator,13,3,105,8.076923076923077,4.142857142857143,56.25,24.02472684548151,0.03717948717948718,19170.0,5168.0,5168.0
realistic_182,RealisticGenerator,18,3,699,38.833333333333336,4.912732474964234,54.875,18.550185309047453,0.4345735256896988,39339.0,15445.0,15275.0
realistic_183,RealisticGenerator,4,1,125,31.25,1.504,52.4,26.13120739652112,0.08969465648854962,9175.0,3641.0,3641.0
realistic_184,RealisticGenerator,18,3,1794,99.66666666666667,4.74247491638796,52.0,29.165311323820713,0.6992110453648915,123495.0,89363.0,58852.0
realistic_185,RealisticGenerator,21,5,1439,68.52380952380952,4.525364836692147,52.857142857142854,23.092537888297358,0.8380952380952381,55597.0,47797.0,34471.0
realistic_186,RealisticGenerator,20,4,203,10.15,5.783251231527093,54.875,18.550185309047453,0.13371298405466972,7902.0,4186.0,4186.0
realistic_187,RealisticGenerator,2,0,405,202.5,1.0,76.83333333333333,41.10318992757402,0.43926247288503256,15306.0,10932.0,11386.0
realistic_188,RealisticGenerator,7,2,852,121.71428571428571,2.267605633802817,72.5,9.142392101268317,0.6344827586206897,29306.0,24730.0,21562.0
realistic_189,RealisticGenerator,2,1,258,129.0,1.0,76.83333333333333,41.10318992757402,0.279826464208243,11627.0,11627.0,11315.0
realistic_190,RealisticGenerator,12,0,1618,134.83333333333334,3.5321384425216316,51.5,29.073183520213263,0.6605409153952843,116733.0,111139.0,77845.0
realistic_191,RealisticGenerator,19,2,2666,140.31578947368422,4.8615903975994,56.25,24.02472684548151,0.757953216374269,239704.0,219228.0,133749.0
realistic_192,RealisticGenerator,17,4,65,3.823529411764706,4.953846153846154,50.0,16.260381299342274,0.07576470588235294,1143.0,977.0,977.0
realistic_193,RealisticGenerator,6,3,627,104.5,1.9218500797448166,52.4,26.13120739652112,0.3832697201017812,27300.0,13488.0,13522.0
realistic_194,RealisticGenerator,10,2,393,39.3,2.7480916030534353,50.0,16.260381299342274,0.43200000000000005,25270.0,23240.0,23634.0
realistic_195,RealisticGenerator,22,3,188,8.545454545454545,5.803191489361702,52.857142857142854,23.092537888297358,0.13402948402948403,4397.0,3313.0,3173.0
realistic_196,RealisticGenerator,2,0,66,33.0,1.0,52.857142857142854,23.092537888297358,0.0891891891891892,6560.0,1828.0,1828.0
realistic_197,RealisticGenerator,9,0,725,80.55555555555556,2.686896551724138,52.0,29.165311323820713,0.32018408941485865,23084.0,19402.0,14470.0
realistic_198,RealisticGenerator,20,1,4717,235.85,3.623701505193979,70.61538461538461,21.886203808787016,0.93099128540305,419283.0,403313.0,213075.0
realistic_199,RealisticGenerator,15,1,841,56.06666666666667,4.275862068965517,52.0,29.165311323820713,0.3546351084812623,51796.0,21550.0,20864.0
realistic_200,RealisticGenerator,21,3,62,2.9523809523809526,6.032258064516129,76.83333333333333,41.10318992757402,0.03863237268877182,3220.0,1774.0,1774.0
